;TAXO_VERNACUL;annee;mois;nb
382;Barge rousse;2000;1;450
383;Bécasseau maubèche;2000;1;3400
384;Bécasseau variable;2000;1;2500
385;Bernache cravant;2000;1;3750
386;Canard chipeau;2000;1;53
387;Canard colvert;2000;1;300
388;Canard pilet;2000;1;200
389;Canard siffleur;2000;1;870
390;Canard souchet;2000;1;23
391;Courlis cendré;2000;1;380
392;Huîtrier pie;2000;1;2032
393;Macreuse noire;2000;1;305
394;Pluvier argenté;2000;1;80
395;Sarcelle d'hiver;2000;1;141
396;Tadorne de Belon;2000;1;161
397;Tournepierre à collier;2000;1;140
398;Barge rousse;2001;1;431
399;Bécasseau maubèche;2001;1;525
400;Bécasseau sanderling;2001;1;7
401;Bécasseau variable;2001;1;3750
402;Bernache cravant;2001;1;4501,5
403;Canard chipeau;2001;1;12
404;Canard colvert;2001;1;400
405;Canard pilet;2001;1;136,5
406;Canard siffleur;2001;1;267,5
407;Canard souchet;2001;1;9
408;Courlis cendré;2001;1;284
409;Grand Gravelot;2001;1;70,5
410;Huîtrier pie;2001;1;1337,5
411;Macreuse noire;2001;1;9
412;Pluvier argenté;2001;1;167,5
413;Sarcelle d'hiver;2001;1;133,5
414;Tadorne de Belon;2001;1;200
415;Tournepierre à collier;2001;1;65,5
416;Barge rousse;2002;1;378
417;Bécasseau maubèche;2002;1;5000
418;Bécasseau sanderling;2002;1;27,5
419;Bécasseau variable;2002;1;3969
420;Bernache cravant;2002;1;3736
421;Canard chipeau;2002;1;16
422;Canard colvert;2002;1;300
423;Canard pilet;2002;1;240
424;Canard siffleur;2002;1;500
425;Canard souchet;2002;1;70
426;Courlis cendré;2002;1;449,5
427;Grand Gravelot;2002;1;65
428;Huîtrier pie;2002;1;2425,5
429;Macreuse noire;2002;1;1378
430;Pluvier argenté;2002;1;253
431;Sarcelle d'hiver;2002;1;130
432;Tadorne de Belon;2002;1;258
433;Tournepierre à collier;2002;1;79
434;Barge rousse;2003;1;790
435;Bécasseau maubèche;2003;1;2875
436;Bécasseau sanderling;2003;1;17
437;Bécasseau variable;2003;1;871
438;Bernache cravant;2003;1;2393
439;Canard chipeau;2003;1;32,5
440;Canard colvert;2003;1;380
441;Canard pilet;2003;1;147,6666667
442;Canard siffleur;2003;1;711
443;Canard souchet;2003;1;9,666666667
444;Courlis cendré;2003;1;385
445;Grand Gravelot;2003;1;60
446;Huîtrier pie;2003;1;2030
447;Macreuse noire;2003;1;1293,5
448;Pluvier argenté;2003;1;139,5
449;Sarcelle d'hiver;2003;1;66,75
450;Tadorne de Belon;2003;1;112
451;Tournepierre à collier;2003;1;46
452;Barge rousse;2004;1;565
453;Bécasseau maubèche;2004;1;2000
454;Bécasseau sanderling;2004;1;136
455;Bécasseau variable;2004;1;3025
456;Bernache cravant;2004;1;2850
457;Canard chipeau;2004;1;13,66666667
458;Canard colvert;2004;1;260
459;Canard pilet;2004;1;250
460;Canard siffleur;2004;1;640
461;Canard souchet;2004;1;24
462;Courlis cendré;2004;1;515,5
463;Grand Gravelot;2004;1;58
464;Huîtrier pie;2004;1;2200
465;Macreuse noire;2004;1;660
466;Pluvier argenté;2004;1;225
467;Sarcelle d'hiver;2004;1;120
468;Tadorne de Belon;2004;1;80
469;Tournepierre à collier;2004;1;61
470;Barge rousse;2005;1;240
471;Bécasseau maubèche;2005;1;692
472;Bécasseau sanderling;2005;1;64
473;Bécasseau variable;2005;1;1568
474;Bernache cravant;2005;1;3272
475;Canard chipeau;2005;1;31,33333333
476;Canard colvert;2005;1;326
477;Canard pilet;2005;1;199,5
478;Canard siffleur;2005;1;600,5
479;Canard souchet;2005;1;52
480;Courlis cendré;2005;1;569
481;Grand Gravelot;2005;1;16
482;Huîtrier pie;2005;1;1815
483;Macreuse noire;2005;1;610
484;Pluvier argenté;2005;1;280
485;Sarcelle d'hiver;2005;1;217
486;Tadorne de Belon;2005;1;140
487;Tournepierre à collier;2005;1;50
488;Barge rousse;2006;1;460
489;Bécasseau maubèche;2006;1;2320
490;Bécasseau sanderling;2006;1;125
491;Bécasseau variable;2006;1;1448,5
492;Bernache cravant;2006;1;3745
493;Canard chipeau;2006;1;14
494;Canard colvert;2006;1;469
495;Canard pilet;2006;1;160
496;Canard siffleur;2006;1;898
497;Canard souchet;2006;1;33
498;Courlis cendré;2006;1;443,5
499;Grand Gravelot;2006;1;87
500;Huîtrier pie;2006;1;2778,5
501;Macreuse noire;2006;1;267,5
502;Pluvier argenté;2006;1;92
503;Sarcelle d'hiver;2006;1;163
504;Tadorne de Belon;2006;1;180
505;Tournepierre à collier;2006;1;163
506;Barge rousse;2007;1;840
507;Bécasseau maubèche;2007;1;3100
508;Bécasseau sanderling;2007;1;400
509;Bécasseau variable;2007;1;2700
510;Bernache cravant;2007;1;4335
511;Canard chipeau;2007;1;1
512;Canard colvert;2007;1;350
513;Canard pilet;2007;1;153,5
514;Canard siffleur;2007;1;309
515;Canard souchet;2007;1;26,5
516;Courlis cendré;2007;1;813
517;Grand Gravelot;2007;1;72
518;Huîtrier pie;2007;1;2800
519;Macreuse noire;2007;1;597
520;Pluvier argenté;2007;1;282
521;Sarcelle d'hiver;2007;1;63
522;Tadorne de Belon;2007;1;204
523;Tournepierre à collier;2007;1;130
524;Barge rousse;2008;1;528
525;Bécasseau maubèche;2008;1;3150
526;Bécasseau sanderling;2008;1;180
527;Bécasseau variable;2008;1;561
528;Bernache cravant;2008;1;3289
529;Canard chipeau;2008;1;13,5
530;Canard colvert;2008;1;316,5
531;Canard pilet;2008;1;130,3333333
532;Canard siffleur;2008;1;391,6666667
533;Canard souchet;2008;1;10,5
534;Courlis cendré;2008;1;567,5
535;Grand Gravelot;2008;1;81,33333333
536;Huîtrier pie;2008;1;2327,5
537;Macreuse noire;2008;1;488,1428571
538;Pluvier argenté;2008;1;245
539;Sarcelle d'hiver;2008;1;194,5
540;Tadorne de Belon;2008;1;113,5
541;Tournepierre à collier;2008;1;53
542;Barge rousse;2009;1;455
543;Bécasseau maubèche;2009;1;3200
544;Bécasseau sanderling;2009;1;122
545;Bécasseau variable;2009;1;850
546;Bernache cravant;2009;1;2400
547;Canard chipeau;2009;1;9
548;Canard colvert;2009;1;273
549;Canard pilet;2009;1;100
550;Canard siffleur;2009;1;696
551;Canard souchet;2009;1;14
552;Courlis cendré;2009;1;666
553;Grand Gravelot;2009;1;69
554;Huîtrier pie;2009;1;2468
555;Macreuse noire;2009;1;170
556;Pluvier argenté;2009;1;266
557;Sarcelle d'hiver;2009;1;165
558;Tadorne de Belon;2009;1;326
559;Tournepierre à collier;2009;1;20
560;Barge rousse;2010;1;441,5
561;Bécasseau maubèche;2010;1;1803,5
562;Bécasseau sanderling;2010;1;280
563;Bécasseau variable;2010;1;1478
564;Bernache cravant;2010;1;2781,5
565;Canard chipeau;2010;1;15,5
566;Canard colvert;2010;1;275,5
567;Canard pilet;2010;1;91,75
568;Canard siffleur;2010;1;545,6666667
569;Canard souchet;2010;1;19
570;Courlis cendré;2010;1;331
571;Grand Gravelot;2010;1;25
572;Huîtrier pie;2010;1;1946,5
573;Macreuse noire;2010;1;229,3333333
574;Pluvier argenté;2010;1;85
575;Sarcelle d'hiver;2010;1;104,8
576;Tadorne de Belon;2010;1;137,5
577;Tournepierre à collier;2010;1;220,5
578;Barge rousse;2011;1;734
579;Bécasseau maubèche;2011;1;3420
580;Bécasseau sanderling;2011;1;260
581;Bécasseau variable;2011;1;1850
582;Bernache cravant;2011;1;585
583;Canard chipeau;2011;1;9
584;Canard colvert;2011;1;533
585;Canard pilet;2011;1;124
586;Canard siffleur;2011;1;1
587;Canard souchet;2011;1;2
588;Courlis cendré;2011;1;1062
589;Grand Gravelot;2011;1;98
590;Huîtrier pie;2011;1;2967
591;Macreuse noire;2011;1;327
592;Pluvier argenté;2011;1;250
593;Sarcelle d'hiver;2011;1;152
594;Tadorne de Belon;2011;1;166
595;Tournepierre à collier;2011;1;160
596;Barge rousse;2012;1;421
597;Bécasseau maubèche;2012;1;2300
598;Bécasseau sanderling;2012;1;613
599;Bécasseau variable;2012;1;2866
600;Bernache cravant;2012;1;534
601;Canard chipeau;2012;1;1
602;Canard colvert;2012;1;322
603;Canard pilet;2012;1;118
604;Canard siffleur;2012;1;21
605;Canard souchet;2012;1;10
606;Courlis cendré;2012;1;908
607;Grand Gravelot;2012;1;154
608;Huîtrier pie;2012;1;1823
609;Macreuse noire;2012;1;475,6666667
610;Pluvier argenté;2012;1;120
611;Sarcelle d'hiver;2012;1;32
612;Tadorne de Belon;2012;1;181
613;Tournepierre à collier;2012;1;155
614;Barge rousse;2013;1;690
615;Bécasseau maubèche;2013;1;2386
616;Bécasseau sanderling;2013;1;409
617;Bécasseau variable;2013;1;2871
618;Bernache cravant;2013;1;866
619;Canard chipeau;2013;1;4
620;Canard colvert;2013;1;441
621;Canard pilet;2013;1;63
622;Canard siffleur;2013;1;17
623;Canard souchet;2013;1;1
624;Courlis cendré;2013;1;580
625;Grand Gravelot;2013;1;55
626;Huîtrier pie;2013;1;2643
627;Macreuse noire;2013;1;843,5
628;Pluvier argenté;2013;1;338
629;Sarcelle d'hiver;2013;1;39,5
630;Tadorne de Belon;2013;1;225,5
631;Tournepierre à collier;2013;1;180
632;Barge rousse;2014;1;480,5
633;Bécasseau maubèche;2014;1;2450,5
634;Bécasseau sanderling;2014;1;878
635;Bécasseau variable;2014;1;1928,5
636;Bernache cravant;2014;1;435
637;Canard chipeau;2014;1;4
638;Canard colvert;2014;1;438,5
639;Canard pilet;2014;1;76
640;Canard siffleur;2014;1;53
641;Canard souchet;2014;1;61,5
642;Courlis cendré;2014;1;950,5
643;Grand Gravelot;2014;1;73,5
644;Huîtrier pie;2014;1;1870
645;Macreuse noire;2014;1;1485
646;Pluvier argenté;2014;1;234,5
647;Sarcelle d'hiver;2014;1;44
648;Tadorne de Belon;2014;1;119
649;Tournepierre à collier;2014;1;214,5
650;Barge rousse;2015;1;370
651;Bécasseau maubèche;2015;1;2500
652;Bécasseau sanderling;2015;1;600
653;Bécasseau variable;2015;1;2050
654;Bernache cravant;2015;1;741
655;Canard chipeau;2015;1;2
656;Canard colvert;2015;1;262
657;Canard pilet;2015;1;71
658;Canard siffleur;2015;1;18
659;Courlis cendré;2015;1;663
660;Grand Gravelot;2015;1;42
661;Huîtrier pie;2015;1;2404
662;Macreuse noire;2015;1;577
663;Pluvier argenté;2015;1;122
664;Sarcelle d'hiver;2015;1;61
665;Tadorne de Belon;2015;1;74
666;Tournepierre à collier;2015;1;111
667;Barge rousse;2016;1;388
668;Bécasseau maubèche;2016;1;1800
669;Bécasseau sanderling;2016;1;389
670;Bécasseau variable;2016;1;2380
671;Bernache cravant;2016;1;626
672;Canard colvert;2016;1;541
673;Canard pilet;2016;1;100
674;Canard siffleur;2016;1;9
675;Courlis cendré;2016;1;686
676;Grand Gravelot;2016;1;6
677;Huîtrier pie;2016;1;1903
678;Macreuse noire;2016;1;170
679;Pluvier argenté;2016;1;82
680;Sarcelle d'hiver;2016;1;43
681;Tadorne de Belon;2016;1;201
682;Tournepierre à collier;2016;1;64
683;Barge rousse;2017;1;469
684;Bécasseau maubèche;2017;1;1409
685;Bécasseau sanderling;2017;1;765
686;Bécasseau variable;2017;1;1926
687;Bernache cravant;2017;1;1424,5
688;Canard chipeau;2017;1;8
689;Canard colvert;2017;1;466,5
690;Canard pilet;2017;1;156,5
691;Canard siffleur;2017;1;395,5
692;Canard souchet;2017;1;9,5
693;Courlis cendré;2017;1;790
694;Grand Gravelot;2017;1;46,5
695;Huîtrier pie;2017;1;2422,5
696;Macreuse noire;2017;1;386,5
697;Pluvier argenté;2017;1;346,5
698;Sarcelle d'hiver;2017;1;66
699;Tadorne de Belon;2017;1;238
700;Tournepierre à collier;2017;1;92,5
701;Barge rousse;2018;1;275
702;Bécasseau maubèche;2018;1;1675,5
703;Bécasseau sanderling;2018;1;1110,5
704;Bécasseau variable;2018;1;1725,5
705;Bernache cravant;2018;1;736
706;Canard colvert;2018;1;358
707;Canard pilet;2018;1;89
708;Canard siffleur;2018;1;36,5
709;Canard souchet;2018;1;24
710;Courlis cendré;2018;1;794
711;Grand Gravelot;2018;1;49
712;Huîtrier pie;2018;1;1851,5
713;Macreuse noire;2018;1;443
714;Pluvier argenté;2018;1;169
715;Sarcelle d'hiver;2018;1;126
716;Tadorne de Belon;2018;1;305
717;Tournepierre à collier;2018;1;122
718;Barge rousse;2019;1;240
719;Bécasseau maubèche;2019;1;2465
720;Bécasseau sanderling;2019;1;821,5
721;Bécasseau variable;2019;1;2172,5
722;Bernache cravant;2019;1;1422,5
723;Canard chipeau;2019;1;2
724;Canard colvert;2019;1;514
725;Canard pilet;2019;1;110,5
726;Canard siffleur;2019;1;122
727;Courlis cendré;2019;1;619
728;Grand Gravelot;2019;1;37,5
729;Huîtrier pie;2019;1;2082
730;Macreuse noire;2019;1;506
731;Pluvier argenté;2019;1;122,5
732;Sarcelle d'hiver;2019;1;30
733;Tadorne de Belon;2019;1;325,5
734;Tournepierre à collier;2019;1;106,5
735;Barge rousse;2020;1;266,6666667
736;Bécasseau maubèche;2020;1;2368,333333
737;Bécasseau sanderling;2020;1;667,3333333
738;Bécasseau variable;2020;1;1859,333333
739;Bernache cravant;2020;1;375,6666667
740;Canard colvert;2020;1;273,6666667
741;Canard pilet;2020;1;59
742;Canard siffleur;2020;1;20,66666667
743;Courlis cendré;2020;1;644
744;Grand Gravelot;2020;1;82,75
745;Huîtrier pie;2020;1;2000,333333
746;Macreuse noire;2020;1;547
747;Pluvier argenté;2020;1;107,3333333
748;Sarcelle d'hiver;2020;1;52,66666667
749;Tadorne de Belon;2020;1;143,6666667
750;Tournepierre à collier;2020;1;90
751;Barge rousse;2021;1;42,33333333
752;Bécasseau maubèche;2021;1;2637,333333
753;Bécasseau sanderling;2021;1;1408
754;Bécasseau variable;2021;1;1642
755;Bernache cravant;2021;1;2831,666667
756;Canard chipeau;2021;1;1
757;Canard colvert;2021;1;506
758;Canard pilet;2021;1;72
759;Canard siffleur;2021;1;198
760;Courlis cendré;2021;1;527
761;Grand Gravelot;2021;1;89,33333333
762;Huîtrier pie;2021;1;2669
763;Macreuse noire;2021;1;377
764;Pluvier argenté;2021;1;101,6666667
765;Sarcelle d'hiver;2021;1;31,33333333
766;Tadorne de Belon;2021;1;193
767;Tournepierre à collier;2021;1;64
768;Barge rousse;2022;1;88,5
769;Bécasseau maubèche;2022;1;2060
770;Bécasseau sanderling;2022;1;887
771;Bécasseau variable;2022;1;2409,5
772;Bernache cravant;2022;1;2635
773;Canard colvert;2022;1;150,5
774;Canard pilet;2022;1;81,5
775;Canard siffleur;2022;1;263,5
776;Canard souchet;2022;1;2
777;Courlis cendré;2022;1;1340
778;Grand Gravelot;2022;1;50
779;Huîtrier pie;2022;1;2914,5
780;Macreuse noire;2022;1;552
781;Pluvier argenté;2022;1;364,5
782;Sarcelle d'hiver;2022;1;57
783;Tadorne de Belon;2022;1;292,5
784;Tournepierre à collier;2022;1;41,5
785;Barge rousse;2023;1;234,3333333
786;Bécasseau maubèche;2023;1;1626
787;Bécasseau sanderling;2023;1;1532
788;Bécasseau variable;2023;1;2046,5
789;Bernache cravant;2023;1;1533
790;Canard colvert;2023;1;490,5
791;Canard pilet;2023;1;186,5
792;Canard siffleur;2023;1;235,5
793;Canard souchet;2023;1;10
794;Courlis cendré;2023;1;735
795;Grand Gravelot;2023;1;27
796;Huîtrier pie;2023;1;2211
797;Macreuse noire;2023;1;1192,5
798;Pluvier argenté;2023;1;337
799;Sarcelle d'hiver;2023;1;124,5
800;Tadorne de Belon;2023;1;242,5
801;Tournepierre à collier;2023;1;23
802;Barge rousse;2024;1;234,5
803;Bécasseau maubèche;2024;1;3127
804;Bécasseau sanderling;2024;1;1352
805;Bécasseau variable;2024;1;2756,5
806;Bernache cravant;2024;1;1645,5
807;Canard chipeau;2024;1;1
808;Canard colvert;2024;1;301
809;Canard pilet;2024;1;111,5
810;Canard siffleur;2024;1;165
811;Canard souchet;2024;1;19,5
812;Courlis cendré;2024;1;593,5
813;Grand Gravelot;2024;1;37,5
814;Huîtrier pie;2024;1;1911
815;Macreuse noire;2024;1;785,5
816;Pluvier argenté;2024;1;248,5
817;Sarcelle d'hiver;2024;1;55,5
818;Tadorne de Belon;2024;1;312,5
819;Tournepierre à collier;2024;1;85
820;Barge rousse;2025;1;116,5
821;Bécasseau maubèche;2025;1;2196
822;Bécasseau sanderling;2025;1;1752,5
823;Bécasseau variable;2025;1;2420,5
824;Bernache cravant;2025;1;2197,5
825;Canard chipeau;2025;1;4
826;Canard colvert;2025;1;314,5
827;Canard pilet;2025;1;103,5
828;Canard siffleur;2025;1;214,5
829;Canard souchet;2025;1;1,5
830;Courlis cendré;2025;1;763
831;Grand Gravelot;2025;1;46
832;Huîtrier pie;2025;1;2054,5
833;Macreuse noire;2025;1;371,5
834;Pluvier argenté;2025;1;127
835;Sarcelle d'hiver;2025;1;70,5
836;Tadorne de Belon;2025;1;350
837;Tournepierre à collier;2025;1;34
920;Barge rousse;2000;2;360
921;Bernache cravant;2000;2;2800
922;Canard pilet;2000;2;70
923;Canard souchet;2000;2;27
924;Huîtrier pie;2000;2;1550
925;Pluvier argenté;2000;2;80
926;Barge rousse;2002;2;297,5
927;Bécasseau maubèche;2002;2;3500
928;Bécasseau sanderling;2002;2;19
929;Bécasseau variable;2002;2;1463,333333
930;Bernache cravant;2002;2;675,3333333
931;Canard chipeau;2002;2;1
932;Canard colvert;2002;2;74
933;Canard pilet;2002;2;110
934;Canard siffleur;2002;2;4
935;Canard souchet;2002;2;28
936;Courlis cendré;2002;2;315,3333333
937;Grand Gravelot;2002;2;37,5
938;Huîtrier pie;2002;2;2255,333333
939;Macreuse noire;2002;2;1075
940;Pluvier argenté;2002;2;60,66666667
941;Sarcelle d'hiver;2002;2;50
942;Tadorne de Belon;2002;2;109
943;Tournepierre à collier;2002;2;21
944;Barge rousse;2003;2;317
945;Bécasseau maubèche;2003;2;2042,5
946;Bécasseau variable;2003;2;1457,5
947;Bernache cravant;2003;2;3030
948;Canard chipeau;2003;2;13,5
949;Canard pilet;2003;2;123,5
950;Canard souchet;2003;2;4,5
951;Huîtrier pie;2003;2;1115
952;Macreuse noire;2003;2;127,6666667
953;Pluvier argenté;2003;2;219,6666667
954;Barge rousse;2004;2;670
955;Bécasseau maubèche;2004;2;1102
956;Bécasseau sanderling;2004;2;75
957;Bécasseau variable;2004;2;4250
958;Bernache cravant;2004;2;2720
959;Canard chipeau;2004;2;5
960;Canard colvert;2004;2;100
961;Canard pilet;2004;2;98
962;Canard siffleur;2004;2;45
963;Canard souchet;2004;2;16,5
964;Courlis cendré;2004;2;454
965;Grand Gravelot;2004;2;45
966;Huîtrier pie;2004;2;1753
967;Pluvier argenté;2004;2;45
968;Tadorne de Belon;2004;2;127
969;Tournepierre à collier;2004;2;93
970;Barge rousse;2005;2;630
971;Bécasseau maubèche;2005;2;1652
972;Bécasseau sanderling;2005;2;55
973;Bécasseau variable;2005;2;770
974;Bernache cravant;2005;2;1500
975;Canard chipeau;2005;2;14
976;Canard colvert;2005;2;65
977;Canard pilet;2005;2;124,25
978;Canard siffleur;2005;2;325
979;Canard souchet;2005;2;16
980;Courlis cendré;2005;2;235
981;Grand Gravelot;2005;2;63
982;Huîtrier pie;2005;2;2280
983;Pluvier argenté;2005;2;201
984;Sarcelle d'hiver;2005;2;56
985;Tadorne de Belon;2005;2;100
986;Tournepierre à collier;2005;2;29
987;Barge rousse;2006;2;405
988;Bécasseau maubèche;2006;2;2225
989;Bécasseau sanderling;2006;2;184
990;Bécasseau variable;2006;2;2150
991;Bernache cravant;2006;2;3420
992;Canard chipeau;2006;2;10
993;Canard colvert;2006;2;168
994;Canard pilet;2006;2;230
995;Canard siffleur;2006;2;216
996;Canard souchet;2006;2;16
997;Courlis cendré;2006;2;362
998;Grand Gravelot;2006;2;13
999;Huîtrier pie;2006;2;1728
1000;Macreuse noire;2006;2;306,6666667
1001;Pluvier argenté;2006;2;311
1002;Sarcelle d'hiver;2006;2;50
1003;Tadorne de Belon;2006;2;128
1004;Tournepierre à collier;2006;2;60
1005;Barge rousse;2007;2;194
1006;Bécasseau maubèche;2007;2;826,6666667
1007;Bécasseau sanderling;2007;2;160
1008;Bécasseau variable;2007;2;2085
1009;Bernache cravant;2007;2;1176,5
1010;Canard colvert;2007;2;58
1011;Canard pilet;2007;2;78,5
1012;Canard siffleur;2007;2;17
1013;Canard souchet;2007;2;3
1014;Courlis cendré;2007;2;588
1015;Grand Gravelot;2007;2;34
1016;Huîtrier pie;2007;2;1732,5
1017;Macreuse noire;2007;2;506,5
1018;Pluvier argenté;2007;2;273
1019;Sarcelle d'hiver;2007;2;14
1020;Tadorne de Belon;2007;2;145,5
1021;Tournepierre à collier;2007;2;58,5
1022;Barge rousse;2008;2;241,25
1023;Bécasseau maubèche;2008;2;572
1024;Bécasseau sanderling;2008;2;95
1025;Bécasseau variable;2008;2;1294,5
1026;Bernache cravant;2008;2;2648,333333
1027;Canard chipeau;2008;2;5,285714286
1028;Canard colvert;2008;2;42
1029;Canard pilet;2008;2;119,25
1030;Canard siffleur;2008;2;10,71428571
1031;Canard souchet;2008;2;6,5
1032;Courlis cendré;2008;2;363
1033;Grand Gravelot;2008;2;9,5
1034;Huîtrier pie;2008;2;1654,5
1035;Macreuse noire;2008;2;550
1036;Pluvier argenté;2008;2;143,25
1037;Sarcelle d'hiver;2008;2;19,75
1038;Tadorne de Belon;2008;2;96,66666667
1039;Tournepierre à collier;2008;2;79
1040;Barge rousse;2009;2;216
1041;Bécasseau maubèche;2009;2;2500
1042;Bécasseau sanderling;2009;2;130
1043;Bécasseau variable;2009;2;1151
1044;Bernache cravant;2009;2;462
1045;Canard colvert;2009;2;105,5
1046;Canard pilet;2009;2;141,5
1047;Canard siffleur;2009;2;152,5
1048;Courlis cendré;2009;2;587
1049;Grand Gravelot;2009;2;22
1050;Huîtrier pie;2009;2;1938
1051;Macreuse noire;2009;2;340
1052;Pluvier argenté;2009;2;167
1053;Sarcelle d'hiver;2009;2;87
1054;Tadorne de Belon;2009;2;198,5
1055;Tournepierre à collier;2009;2;195
1056;Barge rousse;2010;2;393
1057;Bécasseau maubèche;2010;2;3520
1058;Bécasseau sanderling;2010;2;278
1059;Bécasseau variable;2010;2;700
1060;Bernache cravant;2010;2;1100
1061;Canard colvert;2010;2;39
1062;Canard pilet;2010;2;53
1063;Canard siffleur;2010;2;13
1064;Courlis cendré;2010;2;494
1065;Grand Gravelot;2010;2;71
1066;Huîtrier pie;2010;2;1860
1067;Macreuse noire;2010;2;135,5
1068;Pluvier argenté;2010;2;115
1069;Tadorne de Belon;2010;2;88
1070;Tournepierre à collier;2010;2;220
1071;Barge rousse;2011;2;424
1072;Bécasseau maubèche;2011;2;2674
1073;Bécasseau sanderling;2011;2;311
1074;Bécasseau variable;2011;2;1798
1075;Bernache cravant;2011;2;341
1076;Canard colvert;2011;2;68
1077;Canard siffleur;2011;2;9
1078;Courlis cendré;2011;2;655
1079;Grand Gravelot;2011;2;3
1080;Huîtrier pie;2011;2;1071
1081;Macreuse noire;2011;2;825
1082;Pluvier argenté;2011;2;472
1083;Sarcelle d'hiver;2011;2;16
1084;Tadorne de Belon;2011;2;178
1085;Tournepierre à collier;2011;2;44
1086;Barge rousse;2012;2;412
1087;Bécasseau maubèche;2012;2;1850,5
1088;Bécasseau sanderling;2012;2;583
1089;Bécasseau variable;2012;2;1785
1090;Bernache cravant;2012;2;494,6666667
1091;Canard chipeau;2012;2;10,33333333
1092;Canard colvert;2012;2;107,5
1093;Canard pilet;2012;2;89,66666667
1094;Canard siffleur;2012;2;24,33333333
1095;Canard souchet;2012;2;8,5
1096;Courlis cendré;2012;2;489,5
1097;Grand Gravelot;2012;2;45
1098;Huîtrier pie;2012;2;1598,5
1099;Macreuse noire;2012;2;785
1100;Pluvier argenté;2012;2;329,5
1101;Sarcelle d'hiver;2012;2;20
1102;Tadorne de Belon;2012;2;159
1103;Tournepierre à collier;2012;2;124,5
1104;Barge rousse;2013;2;769
1105;Bécasseau maubèche;2013;2;1255
1106;Bécasseau sanderling;2013;2;772
1107;Bécasseau variable;2013;2;2900
1108;Bernache cravant;2013;2;568
1109;Canard chipeau;2013;2;6
1110;Canard colvert;2013;2;90
1111;Canard pilet;2013;2;60
1112;Courlis cendré;2013;2;1038
1113;Grand Gravelot;2013;2;128
1114;Huîtrier pie;2013;2;2132
1115;Macreuse noire;2013;2;304
1116;Pluvier argenté;2013;2;316
1117;Sarcelle d'hiver;2013;2;11
1118;Tadorne de Belon;2013;2;181
1119;Tournepierre à collier;2013;2;31
1120;Barge rousse;2014;2;402
1121;Bécasseau maubèche;2014;2;2100
1122;Bécasseau sanderling;2014;2;409
1123;Bécasseau variable;2014;2;1779
1124;Bernache cravant;2014;2;501
1125;Canard colvert;2014;2;37
1126;Canard pilet;2014;2;2
1127;Courlis cendré;2014;2;936
1128;Grand Gravelot;2014;2;41
1129;Huîtrier pie;2014;2;1508
1130;Macreuse noire;2014;2;1800
1131;Pluvier argenté;2014;2;202
1132;Sarcelle d'hiver;2014;2;2
1133;Tadorne de Belon;2014;2;162
1134;Tournepierre à collier;2014;2;40
1135;Barge rousse;2015;2;397,5
1136;Bécasseau maubèche;2015;2;869
1137;Bécasseau sanderling;2015;2;713,5
1138;Bécasseau variable;2015;2;1762,5
1139;Bernache cravant;2015;2;565,5
1140;Canard colvert;2015;2;107
1141;Canard pilet;2015;2;19
1142;Canard siffleur;2015;2;2
1143;Canard souchet;2015;2;2
1144;Courlis cendré;2015;2;816
1145;Grand Gravelot;2015;2;47,5
1146;Huîtrier pie;2015;2;1796,5
1147;Macreuse noire;2015;2;135
1148;Pluvier argenté;2015;2;154
1149;Sarcelle d'hiver;2015;2;8
1150;Tadorne de Belon;2015;2;94
1151;Tournepierre à collier;2015;2;148,5
1152;Barge rousse;2016;2;250,5
1153;Bécasseau maubèche;2016;2;1001,5
1154;Bécasseau sanderling;2016;2;807,5
1155;Bécasseau variable;2016;2;1764,5
1156;Bernache cravant;2016;2;729,5
1157;Canard colvert;2016;2;64,5
1158;Canard pilet;2016;2;39
1159;Canard siffleur;2016;2;4
1160;Canard souchet;2016;2;1
1161;Courlis cendré;2016;2;557,5
1162;Grand Gravelot;2016;2;5
1163;Huîtrier pie;2016;2;1328
1164;Macreuse noire;2016;2;211
1165;Pluvier argenté;2016;2;214
1166;Tadorne de Belon;2016;2;158,5
1167;Tournepierre à collier;2016;2;99,5
1168;Barge rousse;2017;2;406
1169;Bécasseau maubèche;2017;2;2041
1170;Bécasseau sanderling;2017;2;1002,5
1171;Bécasseau variable;2017;2;1512,5
1172;Bernache cravant;2017;2;1816
1173;Canard chipeau;2017;2;2,5
1174;Canard colvert;2017;2;261,5
1175;Canard pilet;2017;2;108
1176;Canard siffleur;2017;2;219,5
1177;Canard souchet;2017;2;1
1178;Courlis cendré;2017;2;686
1179;Grand Gravelot;2017;2;57,5
1180;Huîtrier pie;2017;2;2555
1181;Macreuse noire;2017;2;244
1182;Pluvier argenté;2017;2;299,5
1183;Sarcelle d'hiver;2017;2;23
1184;Tadorne de Belon;2017;2;250
1185;Tournepierre à collier;2017;2;59,5
1186;Barge rousse;2018;2;328,5
1187;Bécasseau maubèche;2018;2;2550
1188;Bécasseau sanderling;2018;2;1005
1189;Bécasseau variable;2018;2;2193,5
1190;Bernache cravant;2018;2;580
1191;Canard colvert;2018;2;75
1192;Canard pilet;2018;2;95,5
1193;Canard siffleur;2018;2;17
1194;Canard souchet;2018;2;2
1195;Courlis cendré;2018;2;528
1196;Grand Gravelot;2018;2;33
1197;Huîtrier pie;2018;2;1536,5
1198;Macreuse noire;2018;2;360
