;TAXO_VERNACUL;annee;mois;nb
4084;Macreuse noire;2003;10;293,5
4085;Pluvier argenté;2003;10;107,5
4086;Sarcelle d'hiver;2003;10;46
4087;Barge rousse;2004;10;117
4088;Bécasseau maubèche;2004;10;42
4089;Bécasseau sanderling;2004;10;12,5
4090;Bécasseau variable;2004;10;577
4091;Bernache cravant;2004;10;299,5
4092;Canard colvert;2004;10;413
4093;Canard pilet;2004;10;48,33333333
4094;Canard siffleur;2004;10;170
4095;Canard souchet;2004;10;27,4
4096;Courlis cendré;2004;10;522
4097;Grand Gravelot;2004;10;18
4098;Huîtrier pie;2004;10;2140
4099;Macreuse noire;2004;10;147
4100;Pluvier argenté;2004;10;99,5
4101;Sarcelle d'hiver;2004;10;19,66666667
4102;Tadorne de Belon;2004;10;23
4103;Tournepierre à collier;2004;10;151
4104;Barge rousse;2005;10;81
4105;Bécasseau sanderling;2005;10;200
4106;Bécasseau variable;2005;10;106
4107;Bernache cravant;2005;10;250
4108;Canard chipeau;2005;10;3,5
4109;Canard colvert;2005;10;298
4110;Canard pilet;2005;10;42,5
4111;Canard siffleur;2005;10;200
4112;Canard souchet;2005;10;8
4113;Courlis cendré;2005;10;566
4114;Grand Gravelot;2005;10;2
4115;Huîtrier pie;2005;10;1105
4116;Macreuse noire;2005;10;250
4117;Pluvier argenté;2005;10;108,5
4118;Sarcelle d'hiver;2005;10;10
4119;Tadorne de Belon;2005;10;27,5
4120;Tournepierre à collier;2005;10;50,5
4121;Barge rousse;2006;10;124
4122;Bécasseau maubèche;2006;10;199
4123;Bécasseau sanderling;2006;10;29
4124;Bécasseau variable;2006;10;173
4125;Bernache cravant;2006;10;502
4126;Canard colvert;2006;10;438
4127;Canard pilet;2006;10;51
4128;Canard siffleur;2006;10;417
4129;Canard souchet;2006;10;15,33333333
4130;Courlis cendré;2006;10;712,5
4131;Grand Gravelot;2006;10;60
4132;Huîtrier pie;2006;10;2300
4133;Macreuse noire;2006;10;375
4134;Pluvier argenté;2006;10;120,3333333
4135;Sarcelle d'hiver;2006;10;5
4136;Tadorne de Belon;2006;10;32
4137;Tournepierre à collier;2006;10;57
4138;Barge rousse;2007;10;173
4139;Bécasseau maubèche;2007;10;360
4140;Bécasseau sanderling;2007;10;161
4141;Bécasseau variable;2007;10;95
4142;Bernache cravant;2007;10;286
4143;Canard colvert;2007;10;253
4144;Canard pilet;2007;10;43,25
4145;Canard siffleur;2007;10;325
4146;Canard souchet;2007;10;6
4147;Courlis cendré;2007;10;347
4148;Huîtrier pie;2007;10;1532
4149;Macreuse noire;2007;10;370,6666667
4150;Pluvier argenté;2007;10;59
4151;Tadorne de Belon;2007;10;15
4152;Tournepierre à collier;2007;10;13
4153;Barge rousse;2008;10;77,5
4154;Bécasseau maubèche;2008;10;321
4155;Bécasseau sanderling;2008;10;28,5
4156;Bécasseau variable;2008;10;128
4157;Bernache cravant;2008;10;100,5
4158;Canard colvert;2008;10;236
4159;Canard pilet;2008;10;22,5
4160;Canard siffleur;2008;10;210,5
4161;Courlis cendré;2008;10;601,5
4162;Grand Gravelot;2008;10;52,5
4163;Huîtrier pie;2008;10;1551
4164;Macreuse noire;2008;10;183,3333333
4165;Pluvier argenté;2008;10;118,5
4166;Sarcelle d'hiver;2008;10;7
4167;Tadorne de Belon;2008;10;28
4168;Tournepierre à collier;2008;10;43
4169;Barge rousse;2009;10;218,5
4170;Bécasseau maubèche;2009;10;81,5
4171;Bécasseau sanderling;2009;10;235,5
4172;Bécasseau variable;2009;10;267
4173;Bernache cravant;2009;10;364,2
4174;Canard colvert;2009;10;255
4175;Canard pilet;2009;10;37
4176;Canard siffleur;2009;10;265
4177;Canard souchet;2009;10;7,5
4178;Courlis cendré;2009;10;775,5
4179;Grand Gravelot;2009;10;57
4180;Huîtrier pie;2009;10;2328
4181;Macreuse noire;2009;10;276,6666667
4182;Pluvier argenté;2009;10;79
4183;Sarcelle d'hiver;2009;10;3
4184;Tadorne de Belon;2009;10;25
4185;Tournepierre à collier;2009;10;3
4186;Barge rousse;2010;10;63
4187;Bécasseau maubèche;2010;10;66
4188;Bécasseau sanderling;2010;10;155
4189;Bécasseau variable;2010;10;279
4190;Bernache cravant;2010;10;785,5
4191;Canard colvert;2010;10;158
4192;Canard pilet;2010;10;27
4193;Canard siffleur;2010;10;224
4194;Courlis cendré;2010;10;844
4195;Grand Gravelot;2010;10;80
4196;Huîtrier pie;2010;10;2389
4197;Macreuse noire;2010;10;240
4198;Pluvier argenté;2010;10;51
4199;Sarcelle d'hiver;2010;10;5
4200;Tadorne de Belon;2010;10;25
4201;Tournepierre à collier;2010;10;57
4202;Barge rousse;2011;10;249,5
4203;Bécasseau maubèche;2011;10;34,5
4204;Bécasseau sanderling;2011;10;648,5
4205;Bécasseau variable;2011;10;177
4206;Bernache cravant;2011;10;105,5
4207;Canard colvert;2011;10;234
4208;Canard pilet;2011;10;23
4209;Canard siffleur;2011;10;22,5
4210;Courlis cendré;2011;10;732,5
4211;Grand Gravelot;2011;10;74,5
4212;Huîtrier pie;2011;10;2198
4213;Macreuse noire;2011;10;105
4214;Pluvier argenté;2011;10;74,5
4215;Tadorne de Belon;2011;10;21,5
4216;Tournepierre à collier;2011;10;3
4217;Barge rousse;2012;10;233,5
4218;Bécasseau maubèche;2012;10;95
4219;Bécasseau sanderling;2012;10;342,5
4220;Bécasseau variable;2012;10;596
4221;Bernache cravant;2012;10;933
4222;Canard chipeau;2012;10;26
4223;Canard colvert;2012;10;230
4224;Canard pilet;2012;10;62
4225;Canard siffleur;2012;10;338
4226;Canard souchet;2012;10;81,5
4227;Courlis cendré;2012;10;1096
4228;Grand Gravelot;2012;10;186
4229;Huîtrier pie;2012;10;2027
4230;Macreuse noire;2012;10;167,5
4231;Pluvier argenté;2012;10;63,5
4232;Sarcelle d'hiver;2012;10;85
4233;Tadorne de Belon;2012;10;26
4234;Tournepierre à collier;2012;10;151
4235;Barge rousse;2013;10;364,5
4236;Bécasseau maubèche;2013;10;52,5
4237;Bécasseau sanderling;2013;10;80,5
4238;Bécasseau variable;2013;10;416,5
4239;Bernache cravant;2013;10;115,75
4240;Canard chipeau;2013;10;2
4241;Canard colvert;2013;10;301,5
4242;Canard pilet;2013;10;54,5
4243;Canard siffleur;2013;10;341
4244;Canard souchet;2013;10;5
4245;Courlis cendré;2013;10;948,5
4246;Grand Gravelot;2013;10;184
4247;Huîtrier pie;2013;10;2319
4248;Macreuse noire;2013;10;548,75
4249;Pluvier argenté;2013;10;155,5
4250;Sarcelle d'hiver;2013;10;44,5
4251;Tadorne de Belon;2013;10;15
4252;Tournepierre à collier;2013;10;410
4253;Barge rousse;2014;10;33
4254;Bécasseau maubèche;2014;10;12
4255;Bécasseau sanderling;2014;10;995
4256;Bécasseau variable;2014;10;174,5
4257;Bernache cravant;2014;10;68
4258;Canard colvert;2014;10;337
4259;Canard pilet;2014;10;8
4260;Canard siffleur;2014;10;74
4261;Canard souchet;2014;10;2
4262;Courlis cendré;2014;10;1132,5
4263;Grand Gravelot;2014;10;43,5
4264;Huîtrier pie;2014;10;2386,5
4265;Macreuse noire;2014;10;220
4266;Pluvier argenté;2014;10;79
4267;Tadorne de Belon;2014;10;8,5
4268;Tournepierre à collier;2014;10;36
4269;Barge rousse;2015;10;40,5
4270;Bécasseau maubèche;2015;10;1
4271;Bécasseau sanderling;2015;10;1015
4272;Bécasseau variable;2015;10;226,5
4273;Bernache cravant;2015;10;332
4274;Canard chipeau;2015;10;2
4275;Canard colvert;2015;10;355
4276;Canard pilet;2015;10;11
4277;Canard siffleur;2015;10;78
4278;Courlis cendré;2015;10;1139,5
4279;Grand Gravelot;2015;10;59
4280;Huîtrier pie;2015;10;2676,5
4281;Macreuse noire;2015;10;192
4282;Pluvier argenté;2015;10;69,5
4283;Sarcelle d'hiver;2015;10;4
4284;Tadorne de Belon;2015;10;17,5
4285;Tournepierre à collier;2015;10;76,5
4286;Barge rousse;2016;10;158,5
4287;Bécasseau maubèche;2016;10;38,5
4288;Bécasseau sanderling;2016;10;615
4289;Bécasseau variable;2016;10;409
4290;Bernache cravant;2016;10;333
4291;Canard chipeau;2016;10;9,5
4292;Canard colvert;2016;10;657,5
4293;Canard pilet;2016;10;56,5
4294;Canard siffleur;2016;10;329,5
4295;Canard souchet;2016;10;247,5
4296;Courlis cendré;2016;10;923,5
4297;Grand Gravelot;2016;10;108,5
4298;Huîtrier pie;2016;10;1757
4299;Macreuse noire;2016;10;331
4300;Pluvier argenté;2016;10;71,5
4301;Sarcelle d'hiver;2016;10;79,5
4302;Tadorne de Belon;2016;10;47
4303;Tournepierre à collier;2016;10;101,5
4304;Barge rousse;2017;10;110,6666667
4305;Bécasseau maubèche;2017;10;29,5
4306;Bécasseau sanderling;2017;10;516,3333333
4307;Bécasseau variable;2017;10;690
4308;Bernache cravant;2017;10;466
4309;Canard colvert;2017;10;540
4310;Canard pilet;2017;10;11
4311;Canard siffleur;2017;10;142,6666667
4312;Canard souchet;2017;10;2
4313;Courlis cendré;2017;10;938,3333333
4314;Grand Gravelot;2017;10;72
4315;Huîtrier pie;2017;10;2275,333333
4316;Macreuse noire;2017;10;472,3333333
4317;Pluvier argenté;2017;10;45
4318;Sarcelle d'hiver;2017;10;4,5
4319;Tadorne de Belon;2017;10;137,6666667
4320;Tournepierre à collier;2017;10;57,33333333
4321;Barge rousse;2018;10;34,5
4322;Bécasseau maubèche;2018;10;8
4323;Bécasseau sanderling;2018;10;491,5
4324;Bécasseau variable;2018;10;235,5
4325;Bernache cravant;2018;10;106,5
4326;Canard chipeau;2018;10;11
4327;Canard colvert;2018;10;675,5
4328;Canard pilet;2018;10;23
4329;Canard siffleur;2018;10;125,5
4330;Courlis cendré;2018;10;965
4331;Grand Gravelot;2018;10;50
4332;Huîtrier pie;2018;10;2677
4333;Macreuse noire;2018;10;150
4334;Pluvier argenté;2018;10;15
4335;Sarcelle d'hiver;2018;10;25
4336;Tadorne de Belon;2018;10;32
4337;Tournepierre à collier;2018;10;20
4338;Barge rousse;2019;10;60,5
4339;Bécasseau maubèche;2019;10;34
4340;Bécasseau sanderling;2019;10;1218,5
4341;Bécasseau variable;2019;10;603,5
4342;Bernache cravant;2019;10;295
4343;Canard colvert;2019;10;540
4344;Canard pilet;2019;10;36
4345;Canard siffleur;2019;10;75
4346;Courlis cendré;2019;10;955,5
4347;Grand Gravelot;2019;10;115
4348;Huîtrier pie;2019;10;1375
4349;Macreuse noire;2019;10;340
4350;Pluvier argenté;2019;10;51
4351;Sarcelle d'hiver;2019;10;4
4352;Tadorne de Belon;2019;10;101
4353;Tournepierre à collier;2019;10;59
4354;Barge rousse;2020;10;64
4355;Bécasseau maubèche;2020;10;41,5
4356;Bécasseau sanderling;2020;10;887
4357;Bécasseau variable;2020;10;349
4358;Bernache cravant;2020;10;286
4359;Canard chipeau;2020;10;1
4360;Canard colvert;2020;10;694,5
4361;Canard pilet;2020;10;55,5
4362;Canard siffleur;2020;10;66
4363;Canard souchet;2020;10;3
4364;Courlis cendré;2020;10;831
4365;Grand Gravelot;2020;10;40
4366;Huîtrier pie;2020;10;2045
4367;Macreuse noire;2020;10;402
4368;Pluvier argenté;2020;10;88
4369;Sarcelle d'hiver;2020;10;62
4370;Tadorne de Belon;2020;10;81,5
4371;Tournepierre à collier;2020;10;38
4372;Barge rousse;2021;10;114,5
4373;Bécasseau maubèche;2021;10;63
4374;Bécasseau sanderling;2021;10;548,3333333
4375;Bécasseau variable;2021;10;98
4376;Bernache cravant;2021;10;356,5
4377;Canard colvert;2021;10;594,5
4378;Canard pilet;2021;10;25
4379;Canard siffleur;2021;10;212
4380;Canard souchet;2021;10;33
4381;Courlis cendré;2021;10;1127
4382;Grand Gravelot;2021;10;29,5
4383;Huîtrier pie;2021;10;2068,5
4384;Macreuse noire;2021;10;112,5
4385;Pluvier argenté;2021;10;38
4386;Sarcelle d'hiver;2021;10;38
4387;Tadorne de Belon;2021;10;82,5
4388;Tournepierre à collier;2021;10;32
4389;Barge rousse;2022;10;139
4390;Bécasseau maubèche;2022;10;40
4391;Bécasseau sanderling;2022;10;581,6666667
4392;Bécasseau variable;2022;10;384,3333333
4393;Bernache cravant;2022;10;266,3333333
4394;Canard colvert;2022;10;1069,333333
4395;Canard pilet;2022;10;31,33333333
4396;Canard siffleur;2022;10;228,3333333
4397;Canard souchet;2022;10;9
4398;Courlis cendré;2022;10;1139,666667
4399;Grand Gravelot;2022;10;52,5
4400;Huîtrier pie;2022;10;1957
4401;Macreuse noire;2022;10;288,3333333
4402;Pluvier argenté;2022;10;100,3333333
4403;Sarcelle d'hiver;2022;10;5
4404;Tadorne de Belon;2022;10;97
4405;Tournepierre à collier;2022;10;14,66666667
4406;Barge rousse;2023;10;117,5
4407;Bécasseau maubèche;2023;10;3,5
4408;Bécasseau sanderling;2023;10;333,3333333
4409;Bécasseau variable;2023;10;149,5
4410;Bernache cravant;2023;10;149,25
4411;Canard colvert;2023;10;593
4412;Canard siffleur;2023;10;37,5
4413;Courlis cendré;2023;10;969
4414;Grand Gravelot;2023;10;62,5
4415;Huîtrier pie;2023;10;1205
4416;Macreuse noire;2023;10;192,5
4417;Pluvier argenté;2023;10;29
4418;Sarcelle d'hiver;2023;10;26,5
4419;Tadorne de Belon;2023;10;46
4420;Tournepierre à collier;2023;10;8
4421;Barge rousse;2024;10;77,5
4422;Bécasseau maubèche;2024;10;36,5
4423;Bécasseau sanderling;2024;10;334,5
4424;Bécasseau variable;2024;10;22
4425;Bernache cravant;2024;10;82,5
4426;Canard colvert;2024;10;261
4427;Canard siffleur;2024;10;88,5
4428;Courlis cendré;2024;10;983
4429;Grand Gravelot;2024;10;62
4430;Huîtrier pie;2024;10;1939
4431;Macreuse noire;2024;10;412
4432;Pluvier argenté;2024;10;3,5
4433;Sarcelle d'hiver;2024;10;12
4434;Tadorne de Belon;2024;10;104,5
4435;Tournepierre à collier;2024;10;21
4588;Barge rousse;2000;11;301
4589;Bécasseau maubèche;2000;11;1250
4590;Bécasseau variable;2000;11;3250
4591;Bernache cravant;2000;11;2294
4592;Canard chipeau;2000;11;2
4593;Canard colvert;2000;11;215
4594;Canard pilet;2000;11;30
4595;Canard siffleur;2000;11;112
4596;Canard souchet;2000;11;7
4597;Courlis cendré;2000;11;385
4598;Grand Gravelot;2000;11;13
4599;Huîtrier pie;2000;11;2185
4600;Macreuse noire;2000;11;575
4601;Pluvier argenté;2000;11;150
4602;Sarcelle d'hiver;2000;11;6
4603;Tadorne de Belon;2000;11;61
4604;Tournepierre à collier;2000;11;14
4605;Barge rousse;2001;11;150
4606;Bécasseau maubèche;2001;11;1133,333333
4607;Bécasseau sanderling;2001;11;29,5
4608;Bécasseau variable;2001;11;1320,666667
4609;Bernache cravant;2001;11;2611,333333
4610;Canard chipeau;2001;11;8
4611;Canard colvert;2001;11;725
4612;Canard pilet;2001;11;140,6666667
4613;Canard siffleur;2001;11;575
4614;Canard souchet;2001;11;51,5
4615;Courlis cendré;2001;11;402,6666667
4616;Huîtrier pie;2001;11;2560
4617;Macreuse noire;2001;11;666,6666667
4618;Pluvier argenté;2001;11;68,66666667
4619;Sarcelle d'hiver;2001;11;50,33333333
4620;Tadorne de Belon;2001;11;143,3333333
4621;Tournepierre à collier;2001;11;2
4622;Barge rousse;2002;11;417
4623;Bécasseau maubèche;2002;11;425
4624;Bécasseau sanderling;2002;11;19
4625;Bécasseau variable;2002;11;50
4626;Bernache cravant;2002;11;1804
4627;Canard chipeau;2002;11;1
4628;Canard colvert;2002;11;580
4629;Canard pilet;2002;11;103,4285714
4630;Canard siffleur;2002;11;600
4631;Canard souchet;2002;11;21,66666667
4632;Courlis cendré;2002;11;403
4633;Huîtrier pie;2002;11;2340
4634;Macreuse noire;2002;11;441,4
4635;Pluvier argenté;2002;11;75
4636;Sarcelle d'hiver;2002;11;18
4637;Tadorne de Belon;2002;11;20
4638;Tournepierre à collier;2002;11;106
4639;Barge rousse;2003;11;380
4640;Bécasseau maubèche;2003;11;2100
4641;Bécasseau variable;2003;11;2250
4642;Bernache cravant;2003;11;2880
4643;Canard chipeau;2003;11;12,66666667
4644;Canard pilet;2003;11;62,8
4645;Canard souchet;2003;11;36,25
4646;Huîtrier pie;2003;11;1550
4647;Macreuse noire;2003;11;535
4648;Pluvier argenté;2003;11;100
4649;Barge rousse;2004;11;280
4650;Bécasseau maubèche;2004;11;400
4651;Bécasseau sanderling;2004;11;52
4652;Bécasseau variable;2004;11;2550
4653;Bernache cravant;2004;11;2370
4654;Canard chipeau;2004;11;11,33333333
4655;Canard colvert;2004;11;500
4656;Canard pilet;2004;11;152,5
4657;Canard siffleur;2004;11;1150
4658;Canard souchet;2004;11;36,5
4659;Courlis cendré;2004;11;638
4660;Grand Gravelot;2004;11;110
4661;Huîtrier pie;2004;11;1674
4662;Macreuse noire;2004;11;487,5
4663;Tadorne de Belon;2004;11;97
4664;Tournepierre à collier;2004;11;52
4665;Barge rousse;2005;11;217,5
4666;Bécasseau maubèche;2005;11;725
4667;Bécasseau sanderling;2005;11;160,5
4668;Bécasseau variable;2005;11;1684
4669;Bernache cravant;2005;11;1850
4670;Canard chipeau;2005;11;3,333333333
4671;Canard colvert;2005;11;608
4672;Canard pilet;2005;11;130,6666667
4673;Canard siffleur;2005;11;1592,5
4674;Canard souchet;2005;11;45
4675;Courlis cendré;2005;11;620,5
4676;Huîtrier pie;2005;11;2191,5
4677;Macreuse noire;2005;11;220
4678;Pluvier argenté;2005;11;94
4679;Sarcelle d'hiver;2005;11;40
4680;Tadorne de Belon;2005;11;89
4681;Tournepierre à collier;2005;11;85
4682;Barge rousse;2006;11;38
4683;Bécasseau maubèche;2006;11;500
4684;Bernache cravant;2006;11;1804
4685;Canard colvert;2006;11;788
4686;Canard pilet;2006;11;72
4687;Canard siffleur;2006;11;292
4688;Canard souchet;2006;11;38
4689;Courlis cendré;2006;11;171
4690;Huîtrier pie;2006;11;3097
4691;Macreuse noire;2006;11;20
4692;Pluvier argenté;2006;11;3
4693;Sarcelle d'hiver;2006;11;2
4694;Tadorne de Belon;2006;11;110
4695;Tournepierre à collier;2006;11;1
4696;Barge rousse;2007;11;310
4697;Bécasseau maubèche;2007;11;3200
4698;Bécasseau sanderling;2007;11;42
4699;Bécasseau variable;2007;11;1500
4700;Bernache cravant;2007;11;2650
4701;Canard chipeau;2007;11;6
4702;Canard colvert;2007;11;458
4703;Canard pilet;2007;11;88
4704;Canard siffleur;2007;11;870
4705;Canard souchet;2007;11;14,5
4706;Courlis cendré;2007;11;603
4707;Huîtrier pie;2007;11;2225
4708;Macreuse noire;2007;11;247
4709;Pluvier argenté;2007;11;130
4710;Sarcelle d'hiver;2007;11;1
4711;Tadorne de Belon;2007;11;107
4712;Tournepierre à collier;2007;11;46
4713;Barge rousse;2008;11;148
4714;Bécasseau maubèche;2008;11;1160
4715;Bécasseau sanderling;2008;11;252,3333333
4716;Bécasseau variable;2008;11;955,5
4717;Bernache cravant;2008;11;2529,5
4718;Canard chipeau;2008;11;8
4719;Canard colvert;2008;11;389
4720;Canard pilet;2008;11;69,25
4721;Canard siffleur;2008;11;626,8
4722;Canard souchet;2008;11;11
4723;Courlis cendré;2008;11;779
4724;Grand Gravelot;2008;11;20
4725;Huîtrier pie;2008;11;2518,5
4726;Macreuse noire;2008;11;256
4727;Pluvier argenté;2008;11;150,5
4728;Sarcelle d'hiver;2008;11;10
4729;Tadorne de Belon;2008;11;64
4730;Tournepierre à collier;2008;11;76
4731;Barge rousse;2009;11;299
4732;Bécasseau maubèche;2009;11;1800
4733;Bécasseau sanderling;2009;11;406
4734;Bécasseau variable;2009;11;1912
4735;Bernache cravant;2009;11;2323
4736;Canard chipeau;2009;11;1
4737;Canard colvert;2009;11;231
4738;Canard pilet;2009;11;74
4739;Canard siffleur;2009;11;400
4740;Canard souchet;2009;11;9
4741;Courlis cendré;2009;11;749
4742;Grand Gravelot;2009;11;82
4743;Huîtrier pie;2009;11;1913
4744;Macreuse noire;2009;11;240
4745;Pluvier argenté;2009;11;80
4746;Tadorne de Belon;2009;11;104
4747;Tournepierre à collier;2009;11;580
4748;Barge rousse;2010;11;585
4749;Bécasseau maubèche;2010;11;3600
4750;Bécasseau sanderling;2010;11;312
4751;Bécasseau variable;2010;11;1154
4752;Bernache cravant;2010;11;4235
4753;Canard chipeau;2010;11;5
4754;Canard colvert;2010;11;355
4755;Canard pilet;2010;11;42
4756;Canard siffleur;2010;11;738
4757;Courlis cendré;2010;11;1081
4758;Grand Gravelot;2010;11;128
4759;Huîtrier pie;2010;11;3480
4760;Macreuse noire;2010;11;630
4761;Pluvier argenté;2010;11;810
4762;Tadorne de Belon;2010;11;77
4763;Tournepierre à collier;2010;11;140
4764;Barge rousse;2011;11;289,5
4765;Bécasseau maubèche;2011;11;1260,5
4766;Bécasseau sanderling;2011;11;410
4767;Bécasseau variable;2011;11;1298,5
4768;Bernache cravant;2011;11;387
4769;Canard chipeau;2011;11;1
4770;Canard colvert;2011;11;336,5
4771;Canard pilet;2011;11;61,5
4772;Canard siffleur;2011;11;295,5
4773;Canard souchet;2011;11;7
4774;Courlis cendré;2011;11;705,5
4775;Grand Gravelot;2011;11;77
4776;Huîtrier pie;2011;11;2601
4777;Macreuse noire;2011;11;560
4778;Pluvier argenté;2011;11;88,5
4779;Sarcelle d'hiver;2011;11;13,5
4780;Tadorne de Belon;2011;11;82
4781;Tournepierre à collier;2011;11;123
4782;Barge rousse;2012;11;283
4783;Bécasseau maubèche;2012;11;467
4784;Bécasseau sanderling;2012;11;330
4785;Bécasseau variable;2012;11;1173
4786;Bernache cravant;2012;11;972
4787;Canard colvert;2012;11;294
4788;Canard pilet;2012;11;39
4789;Canard siffleur;2012;11;326
4790;Canard souchet;2012;11;11
4791;Courlis cendré;2012;11;901
4792;Grand Gravelot;2012;11;103
4793;Huîtrier pie;2012;11;1474
4794;Macreuse noire;2012;11;368,3333333
4795;Pluvier argenté;2012;11;100,5
4796;Sarcelle d'hiver;2012;11;23
4797;Tadorne de Belon;2012;11;66
4798;Tournepierre à collier;2012;11;81,5
4799;Barge rousse;2013;11;141,5
4800;Bécasseau maubèche;2013;11;400
4801;Bécasseau sanderling;2013;11;1242,5
4802;Bécasseau variable;2013;11;473,5
4803;Bernache cravant;2013;11;391
4804;Canard chipeau;2013;11;2,5
4805;Canard colvert;2013;11;356
4806;Canard pilet;2013;11;11
4807;Canard siffleur;2013;11;359
4808;Canard souchet;2013;11;17
4809;Courlis cendré;2013;11;956
4810;Huîtrier pie;2013;11;2725
4811;Macreuse noire;2013;11;1325
4812;Pluvier argenté;2013;11;136,5
4813;Sarcelle d'hiver;2013;11;4
4814;Tadorne de Belon;2013;11;75
4815;Tournepierre à collier;2013;11;73
4816;Barge rousse;2014;11;119
4817;Bécasseau maubèche;2014;11;1384,5
4818;Bécasseau sanderling;2014;11;384,5
4819;Bécasseau variable;2014;11;2089
4820;Bernache cravant;2014;11;1294
4821;Canard colvert;2014;11;495
4822;Canard pilet;2014;11;45,5
4823;Canard siffleur;2014;11;306,5
4824;Canard souchet;2014;11;4
4825;Courlis cendré;2014;11;789
4826;Grand Gravelot;2014;11;60
4827;Huîtrier pie;2014;11;2186,5
4828;Macreuse noire;2014;11;69
4829;Pluvier argenté;2014;11;96,5
4830;Sarcelle d'hiver;2014;11;5
4831;Tadorne de Belon;2014;11;83,5
4832;Tournepierre à collier;2014;11;118,5
4833;Barge rousse;2015;11;47
4834;Bécasseau maubèche;2015;11;350
4835;Bécasseau sanderling;2015;11;612
4836;Bécasseau variable;2015;11;984,5
4837;Bernache cravant;2015;11;518
4838;Canard chipeau;2015;11;7
4839;Canard colvert;2015;11;471
4840;Canard pilet;2015;11;26,5
4841;Canard siffleur;2015;11;178,5
4842;Canard souchet;2015;11;2
4843;Courlis cendré;2015;11;1001
4844;Grand Gravelot;2015;11;55,5
4845;Huîtrier pie;2015;11;1958
4846;Macreuse noire;2015;11;156,5
4847;Pluvier argenté;2015;11;99
4848;Sarcelle d'hiver;2015;11;4
4849;Tadorne de Belon;2015;11;75
4850;Tournepierre à collier;2015;11;68
4851;Barge rousse;2016;11;181,5
4852;Bécasseau maubèche;2016;11;762,5
4853;Bécasseau sanderling;2016;11;1138
4854;Bécasseau variable;2016;11;1325,5
4855;Bernache cravant;2016;11;1684,5
4856;Canard chipeau;2016;11;8
4857;Canard colvert;2016;11;459
4858;Canard pilet;2016;11;98
4859;Canard siffleur;2016;11;716,5
4860;Canard souchet;2016;11;17
4861;Courlis cendré;2016;11;445,5
4862;Grand Gravelot;2016;11;89,5
4863;Huîtrier pie;2016;11;1818
4864;Macreuse noire;2016;11;810
4865;Pluvier argenté;2016;11;155,5
4866;Sarcelle d'hiver;2016;11;46,5
4867;Tadorne de Belon;2016;11;110,5
4868;Tournepierre à collier;2016;11;137
4869;Barge rousse;2017;11;44
4870;Bécasseau maubèche;2017;11;520
4871;Bécasseau sanderling;2017;11;1304
4872;Bécasseau variable;2017;11;2031
4873;Bernache cravant;2017;11;882
4874;Canard colvert;2017;11;473
4875;Canard pilet;2017;11;15
4876;Canard siffleur;2017;11;303
4877;Canard souchet;2017;11;6
4878;Courlis cendré;2017;11;995
4879;Grand Gravelot;2017;11;388
4880;Huîtrier pie;2017;11;2291
4881;Macreuse noire;2017;11;630
4882;Pluvier argenté;2017;11;22
4883;Tadorne de Belon;2017;11;334
4884;Tournepierre à collier;2017;11;173
4885;Barge rousse;2018;11;62
4886;Bécasseau maubèche;2018;11;678
4887;Bécasseau sanderling;2018;11;1070
4888;Bécasseau variable;2018;11;1790
4889;Bernache cravant;2018;11;823
4890;Canard colvert;2018;11;869,5
4891;Canard pilet;2018;11;73
4892;Canard siffleur;2018;11;276,5
4893;Canard souchet;2018;11;3
4894;Courlis cendré;2018;11;911
4895;Grand Gravelot;2018;11;81,5
4896;Huîtrier pie;2018;11;2231,5
4897;Macreuse noire;2018;11;476
4898;Pluvier argenté;2018;11;116,5
4899;Sarcelle d'hiver;2018;11;21,5
4900;Tadorne de Belon;2018;11;177,5
4901;Tournepierre à collier;2018;11;113
4902;Barge rousse;2019;11;68
4903;Bécasseau maubèche;2019;11;1354
4904;Bécasseau sanderling;2019;11;1576
4905;Bécasseau variable;2019;11;1680
4906;Bernache cravant;2019;11;2425
4907;Canard chipeau;2019;11;7
4908;Canard colvert;2019;11;768
4909;Canard pilet;2019;11;110
4910;Canard siffleur;2019;11;230
4911;Canard souchet;2019;11;5,5
4912;Courlis cendré;2019;11;707
4913;Grand Gravelot;2019;11;59
4914;Huîtrier pie;2019;11;2435
4915;Macreuse noire;2019;11;478
4916;Pluvier argenté;2019;11;150
4917;Sarcelle d'hiver;2019;11;86
4918;Tadorne de Belon;2019;11;222
4919;Tournepierre à collier;2019;11;95
4920;Barge rousse;2020;11;39
4921;Bécasseau maubèche;2020;11;1659
4922;Bécasseau sanderling;2020;11;1053,5
4923;Bécasseau variable;2020;11;1889
4924;Bernache cravant;2020;11;2034
4925;Canard colvert;2020;11;747,5
4926;Canard pilet;2020;11;118
4927;Canard siffleur;2020;11;239
4928;Canard souchet;2020;11;12
4929;Courlis cendré;2020;11;911
4930;Grand Gravelot;2020;11;83,5
4931;Huîtrier pie;2020;11;2082
4932;Macreuse noire;2020;11;250
4933;Pluvier argenté;2020;11;112
4934;Sarcelle d'hiver;2020;11;20,5
4935;Tadorne de Belon;2020;11;231,5
4936;Tournepierre à collier;2020;11;81
4937;Barge rousse;2021;11;62,5
4938;Bécasseau maubèche;2021;11;821
4939;Bécasseau sanderling;2021;11;1439,5
4940;Bécasseau variable;2021;11;1560
4941;Bernache cravant;2021;11;1948,5
4942;Canard colvert;2021;11;651,5
4943;Canard pilet;2021;11;30,5
4944;Canard siffleur;2021;11;481
